unit,sex,age,region,year,value
YR,F,Y11,BE,2009,72.2
YR,F,Y11,PT,2009,72.2
YR,F,Y12,BE,2009,71.2
YR,F,Y12,PT,2009,71.2
YR,F,Y13,BE,2009,70.2
YR,F,Y13,PT,2009,70.2
YR,F,Y14,BE,2009,69.2
YR,F,Y14,PT,2009,69.2
YR,F,Y15,BE,2009,68.2
YR,F,Y15,PT,2009,68.2
YR,F,Y16,BE,2009,67.2
YR,F,Y16,PT,2009,67.2
YR,F,Y17,BE,2009,66.3
YR,F,Y17,PT,2009,66.2
YR,F,Y18,BE,2009,65.3
YR,F,Y18,PT,2009,65.3
YR,F,Y19,BE,2009,64.3
YR,F,Y19,PT,2009,64.3
YR,F,Y2,BE,2009,81.1
YR,F,Y2,PT,2009,81.1
YR,F,Y20,BE,2009,63.3
YR,F,Y20,PT,2009,63.3
YR,F,Y21,BE,2009,62.3
YR,F,Y21,PT,2009,62.3
YR,F,Y22,BE,2009,61.3
YR,F,Y22,PT,2009,61.3
YR,F,Y23,BE,2009,60.3
YR,F,Y23,PT,2009,60.3
YR,F,Y24,BE,2009,59.4
YR,F,Y24,PT,2009,59.4
YR,F,Y25,BE,2009,58.4
YR,F,Y25,PT,2009,58.4
YR,F,Y26,BE,2009,57.4
YR,F,Y26,PT,2009,57.4
YR,F,Y27,BE,2009,56.4
YR,F,Y27,PT,2009,56.4
YR,F,Y28,BE,2009,55.4
YR,F,Y28,PT,2009,55.4
YR,F,Y29,BE,2009,54.4
YR,F,Y29,PT,2009,54.4
YR,F,Y3,BE,2009,80.1
YR,F,Y3,PT,2009,80.1
YR,F,Y30,BE,2009,53.5
YR,F,Y30,PT,2009,53.5
YR,F,Y31,BE,2009,52.5
YR,F,Y31,PT,2009,52.5
YR,F,Y32,BE,2009,51.5
YR,F,Y32,PT,2009,51.5
YR,F,Y33,BE,2009,50.5
YR,F,Y33,PT,2009,50.5
YR,F,Y34,BE,2009,49.6
YR,F,Y34,PT,2009,49.5
YR,F,Y35,BE,2009,48.6
YR,F,Y35,PT,2009,48.6
YR,F,Y36,BE,2009,47.6
YR,F,Y36,PT,2009,47.6
YR,F,Y37,BE,2009,46.6
YR,F,Y37,PT,2009,46.6
YR,F,Y38,BE,2009,45.7
YR,F,Y38,PT,2009,45.7
YR,F,Y39,BE,2009,44.7
YR,F,Y39,PT,2009,44.7
YR,F,Y4,BE,2009,79.1
YR,F,Y4,PT,2009,79.1
YR,F,Y40,BE,2009,43.7
YR,F,Y40,PT,2009,43.8
YR,F,Y41,BE,2009,42.8
YR,F,Y41,PT,2009,42.8
YR,F,Y42,BE,2009,41.8
YR,F,Y42,PT,2009,41.8
YR,F,Y43,BE,2009,40.9
YR,F,Y43,PT,2009,40.9
YR,F,Y44,BE,2009,39.9
YR,F,Y44,PT,2009,39.9
YR,F,Y45,BE,2009,39.0
YR,F,Y45,PT,2009,39.0
YR,F,Y46,BE,2009,38.0
YR,F,Y46,PT,2009,38.0
YR,F,Y47,BE,2009,37.1
YR,F,Y47,PT,2009,37.1
YR,F,Y48,BE,2009,36.1
YR,F,Y48,PT,2009,36.2
YR,F,Y49,BE,2009,35.2
YR,F,Y49,PT,2009,35.2
YR,F,Y5,BE,2009,78.2
YR,F,Y5,PT,2009,78.1
YR,F,Y50,BE,2009,34.3
YR,F,Y50,PT,2009,34.3
YR,F,Y51,BE,2009,33.4
YR,F,Y51,PT,2009,33.4
YR,F,Y52,BE,2009,32.5
YR,F,Y52,PT,2009,32.5
YR,F,Y53,BE,2009,31.6
YR,F,Y53,PT,2009,31.6
YR,F,Y54,BE,2009,30.7
YR,F,Y54,PT,2009,30.6
YR,F,Y55,BE,2009,29.8
YR,F,Y55,PT,2009,29.7
YR,F,Y56,BE,2009,28.9
YR,F,Y56,PT,2009,28.8
YR,F,Y57,BE,2009,28.0
YR,F,Y57,PT,2009,27.9
YR,F,Y58,BE,2009,27.2
YR,F,Y58,PT,2009,27.0
YR,F,Y59,BE,2009,26.3
YR,F,Y59,PT,2009,26.1
YR,F,Y6,BE,2009,77.2
YR,F,Y6,PT,2009,77.2
YR,F,Y60,BE,2009,25.4
YR,F,Y60,PT,2009,25.2
YR,F,Y61,BE,2009,24.6
YR,F,Y61,PT,2009,24.3
YR,F,Y62,BE,2009,23.7
YR,F,Y62,PT,2009,23.4
YR,F,Y63,BE,2009,22.9
YR,F,Y63,PT,2009,22.5
YR,F,Y64,BE,2009,22.0
YR,F,Y64,PT,2009,21.7
YR,F,Y65,BE,2009,21.2
YR,F,Y65,PT,2009,20.8
YR,F,Y66,BE,2009,20.4
YR,F,Y66,PT,2009,19.9
YR,F,Y67,BE,2009,19.5
YR,F,Y67,PT,2009,19.1
YR,F,Y68,BE,2009,18.7
YR,F,Y68,PT,2009,18.2
YR,F,Y69,BE,2009,17.9
YR,F,Y69,PT,2009,17.4
YR,F,Y7,BE,2009,76.2
YR,F,Y7,PT,2009,76.2
YR,F,Y70,BE,2009,17.1
YR,F,Y70,PT,2009,16.5
YR,F,Y71,BE,2009,16.3
YR,F,Y71,PT,2009,15.7
YR,F,Y72,BE,2009,15.5
YR,F,Y72,PT,2009,14.9
YR,F,Y73,BE,2009,14.8
YR,F,Y73,PT,2009,14.1
YR,F,Y74,BE,2009,14.0
YR,F,Y74,PT,2009,13.3
YR,F,Y75,BE,2009,13.2
YR,F,Y75,PT,2009,12.6
YR,F,Y76,BE,2009,12.5
YR,F,Y76,PT,2009,11.9
YR,F,Y77,BE,2009,11.8
YR,F,Y77,PT,2009,11.1
YR,F,Y78,BE,2009,11.1
YR,F,Y78,PT,2009,10.4
YR,F,Y79,BE,2009,10.4
YR,F,Y79,PT,2009,9.8
YR,F,Y8,BE,2009,75.2
YR,F,Y8,PT,2009,75.2
YR,F,Y80,BE,2009,9.8
YR,F,Y80,PT,2009,9.1
YR,F,Y81,BE,2009,9.2
YR,F,Y81,PT,2009,8.5
YR,F,Y82,BE,2009,8.6
YR,F,Y82,PT,2009,8.0
YR,F,Y83,BE,2009,8.1
YR,F,Y83,PT,2009,7.4
YR,F,Y84,BE,2009,7.6
YR,F,Y84,PT,2009,6.9
YR,F,Y9,BE,2009,74.2
YR,F,Y9,PT,2009,74.2
YR,F,Y_GE85,BE,2009,7.1
YR,F,Y_GE85,PT,2009,6.5
YR,F,Y_LT1,BE,2009,82.8
YR,F,Y_LT1,PT,2009,82.8
YR,M,Y1,BE,2009,76.7
YR,M,Y1,PT,2009,75.8
YR,M,Y10,BE,2009,67.8
YR,M,Y10,PT,2009,66.9
YR,M,Y11,BE,2009,66.8
YR,M,Y11,PT,2009,65.9
YR,M,Y12,BE,2009,65.8
YR,M,Y12,PT,2009,65.0
YR,M,Y13,BE,2009,64.8
YR,M,Y13,PT,2009,64.0
YR,M,Y14,BE,2009,63.8
YR,M,Y14,PT,2009,63.0
YR,M,Y15,BE,2009,62.8
YR,M,Y15,PT,2009,62.0
YR,M,Y16,BE,2009,61.9
YR,M,Y16,PT,2009,61.0
YR,M,Y17,BE,2009,60.9
YR,M,Y17,PT,2009,60.0
YR,M,Y18,BE,2009,59.9
YR,M,Y18,PT,2009,59.1
YR,M,Y19,BE,2009,58.9
YR,M,Y19,PT,2009,58.1
YR,M,Y2,BE,2009,75.7
YR,M,Y2,PT,2009,74.9
YR,M,Y20,BE,2009,58.0
YR,M,Y20,PT,2009,57.1
YR,M,Y21,BE,2009,57.0
YR,M,Y21,PT,2009,56.2
YR,M,Y22,BE,2009,56.1
YR,M,Y22,PT,2009,55.2
YR,M,Y23,BE,2009,55.1
YR,M,Y23,PT,2009,54.3
YR,M,Y24,BE,2009,54.1
YR,M,Y24,PT,2009,53.3
YR,M,Y25,BE,2009,53.2
YR,M,Y25,PT,2009,52.3
YR,M,Y26,BE,2009,52.2
YR,M,Y26,PT,2009,51.4
YR,M,Y27,BE,2009,51.3
YR,M,Y27,PT,2009,50.4
YR,M,Y28,BE,2009,50.3
YR,M,Y28,PT,2009,49.4
YR,M,Y29,BE,2009,49.3
YR,M,Y29,PT,2009,48.5
YR,M,Y3,BE,2009,74.7
YR,M,Y3,PT,2009,73.9
YR,M,Y30,BE,2009,48.4
YR,M,Y30,PT,2009,47.5
YR,M,Y31,BE,2009,47.4
YR,M,Y31,PT,2009,46.6
YR,M,Y32,BE,2009,46.5
YR,M,Y32,PT,2009,45.6
YR,M,Y33,BE,2009,45.5
YR,M,Y33,PT,2009,44.7
YR,M,Y34,BE,2009,44.6
YR,M,Y34,PT,2009,43.7
YR,M,Y35,BE,2009,43.6
YR,M,Y35,PT,2009,42.8
YR,M,Y36,BE,2009,42.7
YR,M,Y36,PT,2009,41.8
YR,M,Y37,BE,2009,41.7
YR,M,Y37,PT,2009,40.9
YR,M,Y38,BE,2009,40.8
YR,M,Y38,PT,2009,40.0
YR,M,Y39,BE,2009,39.8
YR,M,Y39,PT,2009,39.0
YR,M,Y4,BE,2009,73.8
YR,M,Y4,PT,2009,72.9
YR,M,Y40,BE,2009,38.9
YR,M,Y40,PT,2009,38.1
YR,M,Y41,BE,2009,37.9
YR,M,Y41,PT,2009,37.2
YR,M,Y42,BE,2009,37.0
YR,M,Y42,PT,2009,36.3
YR,M,Y43,BE,2009,36.1
YR,M,Y43,PT,2009,35.4
YR,M,Y44,BE,2009,35.1
YR,M,Y44,PT,2009,34.5
YR,M,Y45,BE,2009,34.2
YR,M,Y45,PT,2009,33.6
YR,M,Y46,BE,2009,33.3
YR,M,Y46,PT,2009,32.7
YR,M,Y47,BE,2009,32.4
YR,M,Y47,PT,2009,31.8
YR,M,Y48,BE,2009,31.5
YR,M,Y48,PT,2009,31.0
YR,M,Y49,BE,2009,30.6
YR,M,Y49,PT,2009,30.1
YR,M,Y5,BE,2009,72.8
YR,M,Y5,PT,2009,71.9
YR,M,Y50,BE,2009,29.7
YR,M,Y50,PT,2009,29.3
YR,M,Y51,BE,2009,28.8
YR,M,Y51,PT,2009,28.4
YR,M,Y52,BE,2009,28.0
YR,M,Y52,PT,2009,27.6
YR,M,Y53,BE,2009,27.1
YR,M,Y53,PT,2009,26.7
YR,M,Y54,BE,2009,26.3
YR,M,Y54,PT,2009,25.9
YR,M,Y55,BE,2009,25.4
YR,M,Y55,PT,2009,25.1
YR,M,Y56,BE,2009,24.6
YR,M,Y56,PT,2009,24.3
YR,M,Y57,BE,2009,23.8
YR,M,Y57,PT,2009,23.5
YR,M,Y58,BE,2009,23.0
YR,M,Y58,PT,2009,22.7
YR,M,Y59,BE,2009,22.2
YR,M,Y59,PT,2009,21.9
YR,M,Y6,BE,2009,71.8
YR,M,Y6,PT,2009,70.9
YR,M,Y60,BE,2009,21.4
YR,M,Y60,PT,2009,21.0
YR,M,Y61,BE,2009,20.6
YR,M,Y61,PT,2009,20.3
YR,M,Y62,BE,2009,19.8
YR,M,Y62,PT,2009,19.5
YR,M,Y63,BE,2009,19.1
YR,M,Y63,PT,2009,18.7
YR,M,Y64,BE,2009,18.3
YR,M,Y64,PT,2009,17.9
YR,M,Y65,BE,2009,17.6
YR,M,Y65,PT,2009,17.2
YR,M,Y66,BE,2009,16.8
YR,M,Y66,PT,2009,16.5
YR,M,Y67,BE,2009,16.1
YR,M,Y67,PT,2009,15.7
YR,M,Y68,BE,2009,15.4
YR,M,Y68,PT,2009,15.0
YR,M,Y69,BE,2009,14.6
YR,M,Y69,PT,2009,14.3
YR,M,Y7,BE,2009,70.8
YR,M,Y7,PT,2009,69.9
YR,M,Y70,BE,2009,14.0
YR,M,Y70,PT,2009,13.6
YR,M,Y71,BE,2009,13.3
YR,M,Y71,PT,2009,12.9
YR,M,Y72,BE,2009,12.6
YR,M,Y72,PT,2009,12.2
YR,M,Y73,BE,2009,11.9
YR,M,Y73,PT,2009,11.6
YR,M,Y74,BE,2009,11.3
YR,M,Y74,PT,2009,10.9
YR,M,Y75,BE,2009,10.7
YR,M,Y75,PT,2009,10.3
YR,M,Y76,BE,2009,10.1
YR,M,Y76,PT,2009,9.7
YR,M,Y77,BE,2009,9.5
YR,M,Y77,PT,2009,9.1
YR,M,Y78,BE,2009,8.9
YR,M,Y78,PT,2009,8.6
YR,M,Y79,BE,2009,8.4
YR,M,Y79,PT,2009,8.0
YR,M,Y8,BE,2009,69.8
YR,M,Y8,PT,2009,68.9
YR,M,Y80,BE,2009,7.9
YR,M,Y80,PT,2009,7.5
YR,M,Y81,BE,2009,7.4
YR,M,Y81,PT,2009,7.1
YR,M,Y82,BE,2009,6.9
YR,M,Y82,PT,2009,6.6
YR,M,Y83,BE,2009,6.5
YR,M,Y83,PT,2009,6.2
YR,M,Y84,BE,2009,6.1
YR,M,Y84,PT,2009,5.8
YR,M,Y9,BE,2009,68.8
YR,M,Y9,PT,2009,67.9
YR,M,Y_GE85,BE,2009,5.8
YR,M,Y_GE85,PT,2009,5.5
YR,M,Y_LT1,BE,2009,77.4
YR,M,Y_LT1,PT,2009,76.5
YR,T,Y1,BE,2009,79.4
YR,T,Y1,PT,2009,79.0
YR,T,Y10,BE,2009,70.6
YR,T,Y10,PT,2009,70.1
YR,T,Y11,BE,2009,69.6
YR,T,Y11,PT,2009,69.1
YR,T,Y12,BE,2009,68.6
YR,T,Y12,PT,2009,68.2
YR,T,Y13,BE,2009,67.6
YR,T,Y13,PT,2009,67.2
YR,T,Y14,BE,2009,66.6
YR,T,Y14,PT,2009,66.2
YR,T,Y15,BE,2009,65.6
YR,T,Y15,PT,2009,65.2
YR,T,Y16,BE,2009,64.6
YR,T,Y16,PT,2009,64.2
YR,T,Y17,BE,2009,63.6
YR,T,Y17,PT,2009,63.2
YR,T,Y18,BE,2009,62.6
YR,T,Y18,PT,2009,62.2
YR,T,Y19,BE,2009,61.7
YR,T,Y19,PT,2009,61.3
YR,T,Y2,BE,2009,78.5
YR,T,Y2,PT,2009,78.1
YR,T,Y20,BE,2009,60.7
YR,T,Y20,PT,2009,60.3
YR,T,Y21,BE,2009,59.7
YR,T,Y21,PT,2009,59.3
YR,T,Y22,BE,2009,58.7
YR,T,Y22,PT,2009,58.3
YR,T,Y23,BE,2009,57.8
YR,T,Y23,PT,2009,57.4
YR,T,Y24,BE,2009,56.8
YR,T,Y24,PT,2009,56.4
YR,T,Y25,BE,2009,55.8
YR,T,Y25,PT,2009,55.4
YR,T,Y26,BE,2009,54.9
YR,T,Y26,PT,2009,54.5
YR,T,Y27,BE,2009,53.9
YR,T,Y27,PT,2009,53.5
YR,T,Y28,BE,2009,52.9
YR,T,Y28,PT,2009,52.5
YR,T,Y29,BE,2009,52.0
YR,T,Y29,PT,2009,51.6
YR,T,Y3,BE,2009,77.5
YR,T,Y3,PT,2009,77.1
YR,T,Y30,BE,2009,51.0
YR,T,Y30,PT,2009,50.6
YR,T,Y31,BE,2009,50.0
YR,T,Y31,PT,2009,49.6
YR,T,Y32,BE,2009,49.1
YR,T,Y32,PT,2009,48.6
YR,T,Y33,BE,2009,48.1
YR,T,Y33,PT,2009,47.7
YR,T,Y34,BE,2009,47.1
YR,T,Y34,PT,2009,46.7
YR,T,Y35,BE,2009,46.2
YR,T,Y35,PT,2009,45.8
YR,T,Y36,BE,2009,45.2
YR,T,Y36,PT,2009,44.8
YR,T,Y37,BE,2009,44.2
YR,T,Y37,PT,2009,43.9
YR,T,Y38,BE,2009,43.3
YR,T,Y38,PT,2009,42.9
YR,T,Y39,BE,2009,42.3
YR,T,Y39,PT,2009,42.0
YR,T,Y4,BE,2009,76.5
YR,T,Y4,PT,2009,76.1
YR,T,Y40,BE,2009,41.4
YR,T,Y40,PT,2009,41.0
YR,T,Y41,BE,2009,40.4
YR,T,Y41,PT,2009,40.1
YR,T,Y42,BE,2009,39.5
YR,T,Y42,PT,2009,39.2
YR,T,Y43,BE,2009,38.5
YR,T,Y43,PT,2009,38.2
YR,T,Y44,BE,2009,37.6
YR,T,Y44,PT,2009,37.3
YR,T,Y45,BE,2009,36.7
YR,T,Y45,PT,2009,36.4
YR,T,Y46,BE,2009,35.7
YR,T,Y46,PT,2009,35.5
YR,T,Y47,BE,2009,34.8
YR,T,Y47,PT,2009,34.6
YR,T,Y48,BE,2009,33.9
YR,T,Y48,PT,2009,33.7
YR,T,Y49,BE,2009,33.0
YR,T,Y49,PT,2009,32.8
YR,T,Y5,BE,2009,75.5
YR,T,Y5,PT,2009,75.1
YR,T,Y50,BE,2009,32.1
YR,T,Y50,PT,2009,31.9
YR,T,Y51,BE,2009,31.2
YR,T,Y51,PT,2009,31.0
YR,T,Y52,BE,2009,30.3
YR,T,Y52,PT,2009,30.1
YR,T,Y53,BE,2009,29.4
YR,T,Y53,PT,2009,29.3
YR,T,Y54,BE,2009,28.6
YR,T,Y54,PT,2009,28.4
YR,T,Y55,BE,2009,27.7
YR,T,Y55,PT,2009,27.5
YR,T,Y56,BE,2009,26.9
YR,T,Y56,PT,2009,26.7
YR,T,Y57,BE,2009,26.0
YR,T,Y57,PT,2009,25.8
YR,T,Y58,BE,2009,25.2
YR,T,Y58,PT,2009,25.0
YR,T,Y59,BE,2009,24.4
YR,T,Y59,PT,2009,24.1
YR,T,Y6,BE,2009,74.5
YR,T,Y6,PT,2009,74.1
YR,T,Y60,BE,2009,23.5
YR,T,Y60,PT,2009,23.3
YR,T,Y61,BE,2009,22.7
YR,T,Y61,PT,2009,22.4
YR,T,Y62,BE,2009,21.9
YR,T,Y62,PT,2009,21.6
YR,T,Y63,BE,2009,21.1
YR,T,Y63,PT,2009,20.8
YR,T,Y64,BE,2009,20.3
YR,T,Y64,PT,2009,20.0
YR,T,Y65,BE,2009,19.5
YR,T,Y65,PT,2009,19.2
YR,T,Y66,BE,2009,18.8
YR,T,Y66,PT,2009,18.4
YR,T,Y67,BE,2009,18.0
YR,T,Y67,PT,2009,17.6
YR,T,Y68,BE,2009,17.2
YR,T,Y68,PT,2009,16.8
YR,T,Y69,BE,2009,16.5
YR,T,Y69,PT,2009,16.0
YR,T,Y7,BE,2009,73.5
YR,T,Y7,PT,2009,73.1
YR,T,Y70,BE,2009,15.7
YR,T,Y70,PT,2009,15.2
YR,T,Y71,BE,2009,15.0
YR,T,Y71,PT,2009,14.5
YR,T,Y72,BE,2009,14.3
YR,T,Y72,PT,2009,13.7
YR,T,Y73,BE,2009,13.6
YR,T,Y73,PT,2009,13.0
YR,T,Y74,BE,2009,12.9
YR,T,Y74,PT,2009,12.3
YR,T,Y75,BE,2009,12.2
YR,T,Y75,PT,2009,11.6
YR,T,Y76,BE,2009,11.5
YR,T,Y76,PT,2009,11.0
YR,T,Y77,BE,2009,10.9
YR,T,Y77,PT,2009,10.3
YR,T,Y78,BE,2009,10.2
YR,T,Y78,PT,2009,9.7
YR,T,Y79,BE,2009,9.6
YR,T,Y79,PT,2009,9.1
YR,T,Y8,BE,2009,72.5
YR,T,Y8,PT,2009,72.1
YR,T,Y80,BE,2009,9.1
YR,T,Y80,PT,2009,8.5
YR,T,Y81,BE,2009,8.5
YR,T,Y81,PT,2009,8.0
YR,T,Y82,BE,2009,8.0
YR,T,Y82,PT,2009,7.5
YR,T,Y83,BE,2009,7.5
YR,T,Y83,PT,2009,7.0
YR,T,Y84,BE,2009,7.1
YR,T,Y84,PT,2009,6.5
YR,T,Y9,BE,2009,71.5
YR,T,Y9,PT,2009,71.1
YR,T,Y_GE85,BE,2009,6.7
YR,T,Y_GE85,PT,2009,6.1
YR,T,Y_LT1,BE,2009,80.2
YR,T,Y_LT1,PT,2009,79.7
YR,F,Y1,BE,2008,81.8
YR,F,Y1,PT,2008,81.9
YR,F,Y10,BE,2008,72.9
YR,F,Y10,PT,2008,73.0
YR,F,Y11,BE,2008,71.9
YR,F,Y11,PT,2008,72.0
YR,F,Y12,BE,2008,70.9
YR,F,Y12,PT,2008,71.0
YR,F,Y13,BE,2008,70.0
YR,F,Y13,PT,2008,70.0
YR,F,Y14,BE,2008,69.0
YR,F,Y14,PT,2008,69.1
YR,F,Y15,BE,2008,68.0
YR,F,Y15,PT,2008,68.1
YR,F,Y16,BE,2008,67.0
YR,F,Y16,PT,2008,67.1
YR,F,Y17,BE,2008,66.0
YR,F,Y17,PT,2008,66.1
YR,F,Y18,BE,2008,65.0
YR,F,Y18,PT,2008,65.1
YR,F,Y19,BE,2008,64.0
YR,F,Y19,PT,2008,64.1
YR,F,Y2,BE,2008,80.9
YR,F,Y2,PT,2008,80.9
YR,F,Y20,BE,2008,63.1
YR,F,Y20,PT,2008,63.1
YR,F,Y21,BE,2008,62.1
YR,F,Y21,PT,2008,62.2
YR,F,Y22,BE,2008,61.1
YR,F,Y22,PT,2008,61.2
YR,F,Y23,BE,2008,60.1
YR,F,Y23,PT,2008,60.2
YR,F,Y24,BE,2008,59.1
YR,F,Y24,PT,2008,59.2
YR,F,Y25,BE,2008,58.1
YR,F,Y25,PT,2008,58.2
YR,F,Y26,BE,2008,57.1
YR,F,Y26,PT,2008,57.2
YR,F,Y27,BE,2008,56.2
YR,F,Y27,PT,2008,56.3
YR,F,Y28,BE,2008,55.2
YR,F,Y28,PT,2008,55.3
YR,F,Y29,BE,2008,54.2
YR,F,Y29,PT,2008,54.3
YR,F,Y3,BE,2008,79.9
YR,F,Y3,PT,2008,79.9
YR,F,Y30,BE,2008,53.2
YR,F,Y30,PT,2008,53.3
YR,F,Y31,BE,2008,52.2
YR,F,Y31,PT,2008,52.3
YR,F,Y32,BE,2008,51.3
YR,F,Y32,PT,2008,51.4
YR,F,Y33,BE,2008,50.3
YR,F,Y33,PT,2008,50.4
YR,F,Y34,BE,2008,49.3
YR,F,Y34,PT,2008,49.4
YR,F,Y35,BE,2008,48.3
YR,F,Y35,PT,2008,48.4
YR,F,Y36,BE,2008,47.3
YR,F,Y36,PT,2008,47.5
YR,F,Y37,BE,2008,46.4
YR,F,Y37,PT,2008,46.5
YR,F,Y38,BE,2008,45.4
YR,F,Y38,PT,2008,45.5
YR,F,Y39,BE,2008,44.4
YR,F,Y39,PT,2008,44.6
YR,F,Y4,BE,2008,78.9
YR,F,Y4,PT,2008,79.0
YR,F,Y40,BE,2008,43.5
YR,F,Y40,PT,2008,43.6
YR,F,Y41,BE,2008,42.5
YR,F,Y41,PT,2008,42.6
YR,F,Y42,BE,2008,41.6
YR,F,Y42,PT,2008,41.7
YR,F,Y43,BE,2008,40.6
YR,F,Y43,PT,2008,40.7
YR,F,Y44,BE,2008,39.7
YR,F,Y44,PT,2008,39.8
YR,F,Y45,BE,2008,38.7
YR,F,Y45,PT,2008,38.8
YR,F,Y46,BE,2008,37.8
YR,F,Y46,PT,2008,37.9
YR,F,Y47,BE,2008,36.8
YR,F,Y47,PT,2008,36.9
YR,F,Y48,BE,2008,35.9
YR,F,Y48,PT,2008,36.0
YR,F,Y49,BE,2008,35.0
YR,F,Y49,PT,2008,35.1
YR,F,Y5,BE,2008,77.9
YR,F,Y5,PT,2008,78.0
YR,F,Y50,BE,2008,34.1
YR,F,Y50,PT,2008,34.2
YR,F,Y51,BE,2008,33.1
YR,F,Y51,PT,2008,33.2
YR,F,Y52,BE,2008,32.2
YR,F,Y52,PT,2008,32.3
YR,F,Y53,BE,2008,31.3
YR,F,Y53,PT,2008,31.4
YR,F,Y54,BE,2008,30.4
YR,F,Y54,PT,2008,30.4
YR,F,Y55,BE,2008,29.5
YR,F,Y55,PT,2008,29.5
YR,F,Y56,BE,2008,28.7
YR,F,Y56,PT,2008,28.6
YR,F,Y57,BE,2008,27.8
YR,F,Y57,PT,2008,27.7
YR,F,Y58,BE,2008,26.9
YR,F,Y58,PT,2008,26.8
YR,F,Y59,BE,2008,26.0
YR,F,Y59,PT,2008,25.9
YR,F,Y6,BE,2008,76.9
YR,F,Y6,PT,2008,77.0
YR,F,Y60,BE,2008,25.2
YR,F,Y60,PT,2008,25.0
YR,F,Y61,BE,2008,24.3
YR,F,Y61,PT,2008,24.1
YR,F,Y62,BE,2008,23.5
YR,F,Y62,PT,2008,23.2
YR,F,Y63,BE,2008,22.6
YR,F,Y63,PT,2008,22.3
YR,F,Y64,BE,2008,21.8
YR,F,Y64,PT,2008,21.4
YR,F,Y65,BE,2008,20.9
YR,F,Y65,PT,2008,20.6
YR,F,Y66,BE,2008,20.1
YR,F,Y66,PT,2008,19.7
YR,F,Y67,BE,2008,19.3
YR,F,Y67,PT,2008,18.8
YR,F,Y68,BE,2008,18.4
YR,F,Y68,PT,2008,18.0
YR,F,Y69,BE,2008,17.6
YR,F,Y69,PT,2008,17.2
YR,F,Y7,BE,2008,75.9
YR,F,Y7,PT,2008,76.0
YR,F,Y70,BE,2008,16.8
YR,F,Y70,PT,2008,16.3
YR,F,Y71,BE,2008,16.0
YR,F,Y71,PT,2008,15.5
YR,F,Y72,BE,2008,15.2
YR,F,Y72,PT,2008,14.7
YR,F,Y73,BE,2008,14.5
YR,F,Y73,PT,2008,14.0
YR,F,Y74,BE,2008,13.7
YR,F,Y74,PT,2008,13.2
YR,F,Y75,BE,2008,12.9
YR,F,Y75,PT,2008,12.4
YR,F,Y76,BE,2008,12.2
YR,F,Y76,PT,2008,11.7
YR,F,Y77,BE,2008,11.5
YR,F,Y77,PT,2008,11.0
YR,F,Y78,BE,2008,10.8
YR,F,Y78,PT,2008,10.3
YR,F,Y79,BE,2008,10.2
YR,F,Y79,PT,2008,9.6
YR,F,Y8,BE,2008,74.9
YR,F,Y8,PT,2008,75.0
YR,F,Y80,BE,2008,9.5
YR,F,Y80,PT,2008,9.0
YR,F,Y81,BE,2008,8.9
YR,F,Y81,PT,2008,8.4
YR,F,Y82,BE,2008,8.4
YR,F,Y82,PT,2008,7.8
YR,F,Y83,BE,2008,7.8
YR,F,Y83,PT,2008,7.3
YR,F,Y84,BE,2008,7.3
YR,F,Y84,PT,2008,6.8
YR,F,Y9,BE,2008,73.9
YR,F,Y9,PT,2008,74.0
YR,F,Y_GE85,BE,2008,6.8
YR,F,Y_GE85,PT,2008,6.3
YR,F,Y_LT1,BE,2008,82.6
YR,F,Y_LT1,PT,2008,82.7
YR,M,Y1,BE,2008,76.2
YR,M,Y1,PT,2008,75.5
YR,M,Y10,BE,2008,67.3
YR,M,Y10,PT,2008,66.6
YR,M,Y11,BE,2008,66.4
YR,M,Y11,PT,2008,65.6
YR,M,Y12,BE,2008,65.4
YR,M,Y12,PT,2008,64.6
YR,M,Y13,BE,2008,64.4
YR,M,Y13,PT,2008,63.6
YR,M,Y14,BE,2008,63.4
YR,M,Y14,PT,2008,62.7
YR,M,Y15,BE,2008,62.4
YR,M,Y15,PT,2008,61.7
YR,M,Y16,BE,2008,61.4
YR,M,Y16,PT,2008,60.7
YR,M,Y17,BE,2008,60.4
YR,M,Y17,PT,2008,59.7
YR,M,Y18,BE,2008,59.4
YR,M,Y18,PT,2008,58.7
YR,M,Y19,BE,2008,58.5
YR,M,Y19,PT,2008,57.8
YR,M,Y2,BE,2008,75.3
YR,M,Y2,PT,2008,74.5
YR,M,Y20,BE,2008,57.5
YR,M,Y20,PT,2008,56.8
YR,M,Y21,BE,2008,56.6
YR,M,Y21,PT,2008,55.8
YR,M,Y22,BE,2008,55.6
YR,M,Y22,PT,2008,54.9
YR,M,Y23,BE,2008,54.7
YR,M,Y23,PT,2008,53.9
YR,M,Y24,BE,2008,53.7
YR,M,Y24,PT,2008,53.0
YR,M,Y25,BE,2008,52.8
YR,M,Y25,PT,2008,52.0
YR,M,Y26,BE,2008,51.8
YR,M,Y26,PT,2008,51.0
YR,M,Y27,BE,2008,50.8
YR,M,Y27,PT,2008,50.1
YR,M,Y28,BE,2008,49.9
YR,M,Y28,PT,2008,49.1
YR,M,Y29,BE,2008,48.9
YR,M,Y29,PT,2008,48.2
YR,M,Y3,BE,2008,74.3
YR,M,Y3,PT,2008,73.5
YR,M,Y30,BE,2008,48.0
YR,M,Y30,PT,2008,47.2
YR,M,Y31,BE,2008,47.0
